ID,Age,Income,Home_own,Emp_duration,Loan_purpose,Grade,Req_loan_amount,Yearly_int_rate,term_years,historical_default,cred_hist_length,Stats_loan
16823,22,54996,RENT,0.5,EDUCATION,B,2500,14.35,2,Y,4,NO DEFAULT
16826,23,40000,MORTGAGE,0.583333333,DEBTCONSOLIDATION,B,6000,14.79,3,Y,3,NO DEFAULT
16829,24,80000,RENT,0.25,VENTURE,B,20000,13.06,4,Y,3,NO DEFAULT
16831,24,24000,RENT,0,VENTURE,C,7000,15.62,4,N,4,DEFAULT
16832,22,91800,MORTGAGE,0,MEDICAL,C,16800,15.62,2,Y,4,DEFAULT
16837,23,35000,MORTGAGE,0.583333333,MEDICAL,B,5000,12.98,3,N,2,DEFAULT
16838,26,55000,MORTGAGE,0.333333333,PERSONAL,A,10000,7.51,6,N,2,DEFAULT
16845,26,60000,MORTGAGE,0.25,PERSONAL,B,30000,14.27,6,Y,3,NO DEFAULT
16849,21,31200,RENT,0.083333333,EDUCATION,C,6000,16.89,1,Y,4,DEFAULT
16852,23,70550,RENT,0,MEDICAL,D,14000,17.51,3,Y,2,DEFAULT
16858,25,42000,RENT,0.333333333,VENTURE,A,1925,6.17,5,Y,2,NO DEFAULT
16859,23,58000,MORTGAGE,0.666666667,VENTURE,B,8000,13.61,3,Y,4,NO DEFAULT
16861,22,30000,RENT,0,EDUCATION,B,6300,13.22,2,Y,3,NO DEFAULT
16866,25,54000,RENT,0.25,DEBTCONSOLIDATION,C,7000,15.62,5,N,3,DEFAULT
16870,22,34560,RENT,0.166666667,HOMEIMPROVEMENT,D,1200,19.29,2,N,2,DEFAULT
16871,25,74004,RENT,0.166666667,VENTURE,D,20000,15.95,5,N,3,DEFAULT
16878,23,36000,RENT,0.333333333,MEDICAL,C,6500,17.49,3,Y,4,DEFAULT
16880,22,18000,OWN,0.083333333,EDUCATION,C,5400,15.31,2,Y,4,DEFAULT
16881,21,12000,RENT,0.25,VENTURE,A,1600,10.59,1,Y,2,NO DEFAULT
16882,25,52000,RENT,0.75,VENTURE,B,16000,13.98,5,N,4,DEFAULT
16889,23,46000,RENT,0.166666667,PERSONAL,E,12800,19.41,3,Y,2,DEFAULT
16890,23,42996,RENT,0.166666667,MEDICAL,B,6000,12.84,3,Y,3,NO DEFAULT
16893,22,69600,RENT,0.5,DEBTCONSOLIDATION,B,1350,12.68,2,Y,3,NO DEFAULT
16895,26,14400,RENT,0.083333333,DEBTCONSOLIDATION,C,2000,17.49,6,Y,3,DEFAULT
16901,24,44000,MORTGAGE,0.416666667,DEBTCONSOLIDATION,C,22800,17.27,4,N,3,DEFAULT
16903,25,57500,RENT,0.333333333,EDUCATION,B,6000,11.28,5,N,3,DEFAULT
16905,22,41838,RENT,0,PERSONAL,C,6600,16.89,2,N,3,DEFAULT
16909,21,44000,RENT,0.5,VENTURE,C,10000,14.74,1,Y,3,NO DEFAULT
16910,23,64000,RENT,0,MEDICAL,B,12000,13.16,3,Y,4,NO DEFAULT
16912,23,58000,MORTGAGE,0.583333333,MEDICAL,B,7200,11.97,3,N,2,DEFAULT
16917,24,24000,RENT,0.166666667,EDUCATION,C,3500,15.65,4,Y,4,DEFAULT
16919,23,64000,MORTGAGE,0,DEBTCONSOLIDATION,C,12000,15.62,3,Y,4,DEFAULT
16920,25,122000,MORTGAGE,0.666666667,DEBTCONSOLIDATION,B,10000,13.57,5,Y,4,NO DEFAULT
16923,25,65000,OWN,0.75,HOMEIMPROVEMENT,B,7000,11.66,5,Y,3,NO DEFAULT
16926,25,75600,MORTGAGE,0.583333333,MEDICAL,B,15000,12.68,5,Y,3,NO DEFAULT
16929,25,57000,RENT,0.416666667,MEDICAL,C,9600,14.46,5,N,3,DEFAULT
16938,25,47052,RENT,0.416666667,EDUCATION,B,21250,10.99,5,N,2,DEFAULT
16940,25,105000,MORTGAGE,0.75,HOMEIMPROVEMENT,B,4800,15.23,5,Y,2,NO DEFAULT
16941,23,38400,RENT,0.583333333,DEBTCONSOLIDATION,B,3600,13.61,3,Y,3,NO DEFAULT
16949,23,62000,RENT,0,EDUCATION,B,10000,14.27,3,Y,2,NO DEFAULT
16950,22,18996,RENT,0.25,PERSONAL,C,3200,15.28,2,N,2,DEFAULT
16954,22,48000,RENT,0.583333333,VENTURE,D,7500,17.04,2,Y,2,NO DEFAULT
16956,26,12000,OWN,0.166666667,HOMEIMPROVEMENT,A,6100,7.51,6,N,4,DEFAULT
16958,22,12000,RENT,0,EDUCATION,B,1000,13.57,2,N,2,DEFAULT
16960,22,31200,RENT,0.5,EDUCATION,B,12000,10.39,2,N,2,DEFAULT
16961,22,69000,MORTGAGE,0.5,DEBTCONSOLIDATION,C,10000,15.62,2,N,3,DEFAULT
16969,23,24000,RENT,0.333333333,EDUCATION,B,12250,13.16,3,N,3,DEFAULT
16974,24,138000,RENT,0.333333333,PERSONAL,B,5000,13.23,4,Y,4,DEFAULT
16975,23,39000,RENT,0.083333333,PERSONAL,B,12000,10.99,3,N,2,DEFAULT
16977,25,30000,MORTGAGE,0.25,HOMEIMPROVEMENT,A,12000,5.99,5,N,4,DEFAULT
16979,22,29570,RENT,0.5,MEDICAL,C,8000,14.42,2,N,3,DEFAULT
16995,23,39000,RENT,0.166666667,HOMEIMPROVEMENT,C,10000,15.2,3,N,4,DEFAULT
16998,24,84996,OWN,0.333333333,DEBTCONSOLIDATION,C,8000,15.57,4,Y,4,NO DEFAULT
17002,22,33000,MORTGAGE,0.333333333,VENTURE,B,12500,14.26,2,Y,4,NO DEFAULT
17009,22,31200,RENT,0.416666667,DEBTCONSOLIDATION,B,10000,12.73,2,Y,2,DEFAULT
17011,22,35000,RENT,0.083333333,EDUCATION,B,5700,12.99,2,Y,2,NO DEFAULT
17015,21,12000,MORTGAGE,0.416666667,DEBTCONSOLIDATION,D,3250,15.68,1,Y,2,DEFAULT
17018,25,20000,RENT,0,MEDICAL,B,3500,10.28,5,Y,3,NO DEFAULT
17021,22,45630,RENT,0,VENTURE,D,2500,18.64,2,Y,4,DEFAULT
17023,21,18456,RENT,0.166666667,MEDICAL,B,3500,13.35,1,N,3,DEFAULT
17028,23,74800,MORTGAGE,0.583333333,MEDICAL,C,15000,16,3,N,2,DEFAULT
17030,22,68000,MORTGAGE,0.5,VENTURE,C,20000,16.77,2,Y,3,NO DEFAULT
17037,21,87500,MORTGAGE,0.416666667,EDUCATION,B,25000,13.98,1,Y,3,NO DEFAULT
17050,22,30000,RENT,0.166666667,EDUCATION,B,13000,13.11,2,N,3,DEFAULT
17056,26,42000,RENT,0.5,VENTURE,A,5000,7.29,6,Y,2,NO DEFAULT
17059,26,59000,RENT,0.583333333,MEDICAL,C,6000,16.49,6,N,2,DEFAULT
17060,25,29000,RENT,0.333333333,MEDICAL,C,4000,16.29,5,N,4,DEFAULT
17061,24,62000,RENT,0.083333333,MEDICAL,B,1600,13.85,4,Y,4,NO DEFAULT
17073,23,138000,RENT,0.083333333,EDUCATION,C,5000,14.91,3,N,2,DEFAULT
17081,22,42000,RENT,0.166666667,PERSONAL,B,5000,12.87,2,Y,3,NO DEFAULT
17085,26,135000,MORTGAGE,0.5,EDUCATION,C,15000,15.33,6,Y,2,NO DEFAULT
17090,23,24091,MORTGAGE,0.416666667,MEDICAL,B,3500,12.99,3,Y,2,NO DEFAULT
17092,25,59400,MORTGAGE,0.75,EDUCATION,B,18500,12.73,5,Y,3,NO DEFAULT
17093,23,33000,RENT,0.583333333,MEDICAL,C,5500,14.54,3,N,2,DEFAULT
17103,22,34404,RENT,0.166666667,DEBTCONSOLIDATION,C,7500,15.05,2,Y,2,DEFAULT
17104,24,30500,RENT,0.166666667,PERSONAL,E,6800,21.74,4,Y,4,DEFAULT
17107,26,42000,RENT,0.166666667,MEDICAL,B,5000,11.91,6,Y,2,NO DEFAULT
17119,23,90000,MORTGAGE,0.583333333,PERSONAL,C,15000,15.31,3,Y,4,NO DEFAULT
17124,25,44000,RENT,0.083333333,EDUCATION,C,15000,14.59,5,N,3,DEFAULT
17126,26,35000,RENT,0.166666667,DEBTCONSOLIDATION,A,2500,8.9,6,Y,2,NO DEFAULT
17129,22,15996,RENT,0.25,DEBTCONSOLIDATION,B,4000,13.35,2,Y,2,DEFAULT
17138,23,29856,RENT,0,PERSONAL,B,10300,8.94,3,N,2,DEFAULT
17142,25,32000,RENT,0.083333333,MEDICAL,C,6000,12.92,5,N,2,DEFAULT
17148,25,70200,RENT,0.75,PERSONAL,D,18000,16.45,5,Y,3,NO DEFAULT
17154,26,37680,RENT,0.416666667,MEDICAL,C,2000,14.96,6,Y,2,DEFAULT
17155,26,35000,RENT,0,VENTURE,B,12000,10.91,6,Y,3,DEFAULT
17162,21,30000,RENT,0,EDUCATION,B,1500,13.92,1,Y,3,NO DEFAULT
17176,25,30000,RENT,0.166666667,VENTURE,D,5200,17.19,5,Y,2,DEFAULT
17177,22,100000,MORTGAGE,0,PERSONAL,B,15000,13.85,2,Y,3,NO DEFAULT
17181,23,24000,RENT,0.583333333,VENTURE,B,5550,12.53,3,Y,4,NO DEFAULT
17186,22,38000,RENT,0.166666667,EDUCATION,B,18500,7.66,2,N,2,DEFAULT
17190,25,59000,MORTGAGE,0.75,DEBTCONSOLIDATION,A,5000,6.03,5,N,3,DEFAULT
17191,24,22680,RENT,0.75,VENTURE,A,7000,10.62,4,Y,2,NO DEFAULT
17193,25,48996,MORTGAGE,0.666666667,MEDICAL,A,5000,9.88,5,N,2,DEFAULT
17196,21,31680,RENT,0.416666667,VENTURE,B,15000,12.61,1,Y,2,DEFAULT
17205,23,52692,RENT,0.333333333,MEDICAL,B,3500,12.23,3,Y,4,NO DEFAULT
17212,24,39996,RENT,0,EDUCATION,C,5000,14.11,4,N,2,DEFAULT
17218,25,59004,RENT,0.083333333,HOMEIMPROVEMENT,C,20000,14.84,5,N,4,DEFAULT
17226,21,41000,RENT,0.416666667,VENTURE,A,7000,5.79,1,Y,2,NO DEFAULT
17232,22,60500,RENT,0.25,EDUCATION,B,7000,12.84,2,Y,3,NO DEFAULT
17233,24,62000,RENT,0.333333333,HOMEIMPROVEMENT,B,2000,13.49,4,Y,3,NO DEFAULT
17235,22,42000,MORTGAGE,0.5,VENTURE,B,14750,12.99,2,Y,3,NO DEFAULT
17239,25,36000,MORTGAGE,0.166666667,MEDICAL,B,13750,13.22,5,Y,3,DEFAULT
17249,23,100000,RENT,0.083333333,EDUCATION,B,12000,13.57,3,Y,2,NO DEFAULT
17250,21,18000,RENT,0.25,DEBTCONSOLIDATION,B,1500,12.87,1,Y,4,NO DEFAULT
17257,24,136000,MORTGAGE,0.75,DEBTCONSOLIDATION,E,25000,19.13,4,N,3,DEFAULT
17261,22,36000,OWN,0.333333333,DEBTCONSOLIDATION,C,5000,14.61,2,Y,4,NO DEFAULT
17264,24,50000,MORTGAGE,0.583333333,HOMEIMPROVEMENT,C,11000,16.89,4,Y,2,NO DEFAULT
17266,22,44000,RENT,0.25,HOMEIMPROVEMENT,B,3600,13.43,2,Y,3,DEFAULT
17267,26,96050,MORTGAGE,0.25,MEDICAL,C,24000,15.28,6,Y,2,DEFAULT
17273,23,35400,RENT,0.333333333,DEBTCONSOLIDATION,A,9600,11.89,3,Y,2,NO DEFAULT
17280,26,80000,OWN,0.416666667,PERSONAL,B,7000,13.22,6,Y,2,NO DEFAULT
17306,22,34000,RENT,0.333333333,MEDICAL,C,3800,18.25,2,Y,3,DEFAULT
17308,22,62000,MORTGAGE,0.166666667,PERSONAL,C,7500,13.87,2,Y,3,NO DEFAULT
17309,24,103000,MORTGAGE,0.666666667,DEBTCONSOLIDATION,B,21000,13.49,4,Y,3,NO DEFAULT
17318,23,48000,OWN,0.666666667,VENTURE,B,6000,12.87,3,Y,3,NO DEFAULT
17320,21,56000,RENT,0.416666667,HOMEIMPROVEMENT,D,15000,16,1,Y,4,DEFAULT
17323,23,115275,RENT,0.583333333,EDUCATION,B,7500,11.28,3,Y,4,NO DEFAULT
17325,23,59000,RENT,0.583333333,EDUCATION,B,20000,12.29,3,N,2,DEFAULT
17329,22,52500,MORTGAGE,0.5,VENTURE,B,8000,15.23,2,Y,4,NO DEFAULT
17336,25,31500,RENT,0.666666667,DEBTCONSOLIDATION,A,14850,8.9,5,N,3,DEFAULT
17344,25,29000,RENT,0.75,MEDICAL,A,1000,11.99,5,N,2,DEFAULT
17345,24,35000,RENT,0.083333333,DEBTCONSOLIDATION,B,12000,6.54,4,Y,2,DEFAULT
17347,23,16000,MORTGAGE,0.25,MEDICAL,B,2275,13.06,3,Y,3,NO DEFAULT
17349,21,70553,MORTGAGE,0.166666667,MEDICAL,C,10000,15.28,1,N,3,DEFAULT
17350,26,34000,RENT,0.25,PERSONAL,C,5500,16.89,6,Y,3,NO DEFAULT
17352,24,49278,RENT,0.333333333,DEBTCONSOLIDATION,B,11000,13.22,4,Y,2,NO DEFAULT
17354,21,27600,OWN,0.25,EDUCATION,B,1000,15.27,1,Y,3,NO DEFAULT
17357,22,33000,RENT,0.083333333,MEDICAL,B,1400,14.27,2,Y,3,NO DEFAULT
17360,25,20000,RENT,0.083333333,MEDICAL,B,12000,8.07,5,N,2,DEFAULT
17365,22,74476,MORTGAGE,0.5,EDUCATION,A,5000,8.49,2,N,2,DEFAULT
17367,25,45000,RENT,0,DEBTCONSOLIDATION,B,10000,12.98,5,Y,3,NO DEFAULT
17368,23,24000,MORTGAGE,0.416666667,MEDICAL,A,1375,11.11,3,N,3,DEFAULT
17369,25,100000,RENT,0.75,PERSONAL,B,20000,13.06,5,Y,3,NO DEFAULT
17371,22,61200,MORTGAGE,0.5,MEDICAL,D,16000,16.45,2,N,4,DEFAULT
17376,23,85000,RENT,0.166666667,VENTURE,B,12000,13.16,3,Y,2,NO DEFAULT
17379,23,74800,MORTGAGE,0.333333333,MEDICAL,B,8400,14.65,3,N,4,DEFAULT
17380,24,57000,MORTGAGE,0.666666667,MEDICAL,E,20000,19.13,4,Y,3,DEFAULT
17383,25,78000,MORTGAGE,0.75,DEBTCONSOLIDATION,C,8000,16,5,N,4,DEFAULT
17393,25,49000,RENT,0.75,DEBTCONSOLIDATION,A,10000,6.62,5,Y,2,DEFAULT
17395,23,33500,RENT,0.166666667,MEDICAL,D,2500,15.68,3,Y,4,DEFAULT
17398,22,38000,RENT,0.416666667,EDUCATION,B,10000,13.49,2,Y,2,NO DEFAULT
17400,23,114600,MORTGAGE,0.583333333,PERSONAL,B,10000,13.06,3,Y,4,NO DEFAULT
17401,25,63000,MORTGAGE,0.25,PERSONAL,B,3000,13.47,5,Y,2,NO DEFAULT
17403,22,57175,RENT,0.5,EDUCATION,E,16000,17.15,2,Y,2,DEFAULT
17405,24,67000,RENT,0.416666667,PERSONAL,B,20000,13.48,4,Y,3,NO DEFAULT
17406,21,36000,RENT,0.083333333,MEDICAL,C,4500,17.27,1,N,4,DEFAULT
17407,23,67150,MORTGAGE,0.416666667,MEDICAL,C,10000,16.32,3,N,2,DEFAULT
17408,23,31200,RENT,0,PERSONAL,B,3200,13.49,3,Y,2,NO DEFAULT
17409,24,45000,MORTGAGE,0,EDUCATION,B,10625,14.27,4,N,4,DEFAULT
17417,26,52000,OWN,0.833333333,DEBTCONSOLIDATION,C,5000,15.65,6,Y,4,NO DEFAULT
17428,21,24996,RENT,0.166666667,MEDICAL,D,5000,16.45,1,N,4,DEFAULT
17429,22,44004,MORTGAGE,0.25,EDUCATION,C,9000,14.11,2,N,4,DEFAULT
17431,24,88000,MORTGAGE,0.166666667,DEBTCONSOLIDATION,E,25000,18.84,4,Y,2,DEFAULT
17434,26,69846,RENT,0.166666667,EDUCATION,E,22500,18.99,6,N,4,DEFAULT
17435,23,75000,OWN,0.416666667,MEDICAL,C,12500,15.33,3,Y,3,NO DEFAULT
17436,22,55000,RENT,0.25,PERSONAL,C,15000,14.61,2,Y,4,NO DEFAULT
17440,26,37000,RENT,0,PERSONAL,B,14000,9.88,6,N,2,DEFAULT
17448,24,45000,RENT,0,EDUCATION,D,6000,17.19,4,Y,3,DEFAULT
17451,22,28800,OWN,0.166666667,EDUCATION,C,10000,16.49,2,Y,2,NO DEFAULT
17452,25,56204,RENT,0.25,MEDICAL,C,12000,14.11,5,Y,2,DEFAULT
17453,25,57300,RENT,0.166666667,HOMEIMPROVEMENT,B,10400,11.66,5,Y,4,NO DEFAULT
17457,24,45996,RENT,0.25,EDUCATION,B,2000,12.98,4,Y,4,NO DEFAULT
17467,23,63000,RENT,0,VENTURE,C,16000,14.42,3,Y,2,DEFAULT
17470,25,48500,OTHER,0.083333333,PERSONAL,D,19500,15.57,5,N,3,DEFAULT
17471,21,42000,RENT,0.416666667,VENTURE,C,1000,15.58,1,N,4,DEFAULT
17474,25,49000,RENT,0.833333333,EDUCATION,A,9600,7.51,5,N,4,DEFAULT
17475,26,22800,RENT,0.333333333,PERSONAL,B,5000,13.57,6,Y,2,NO DEFAULT
17479,23,27000,RENT,0.5,EDUCATION,B,6000,11.66,3,Y,3,NO DEFAULT
17487,22,20000,RENT,0.166666667,VENTURE,A,5000,11.86,2,Y,2,NO DEFAULT
17496,23,36100,RENT,0.166666667,DEBTCONSOLIDATION,A,5000,7.49,3,Y,2,NO DEFAULT
17499,24,63410,MORTGAGE,0.25,MEDICAL,D,20000,17.51,4,N,4,DEFAULT
17502,22,21000,RENT,0.583333333,DEBTCONSOLIDATION,C,8000,16.77,2,Y,4,DEFAULT
17509,24,90000,MORTGAGE,0.666666667,HOMEIMPROVEMENT,B,5000,11.34,4,Y,3,NO DEFAULT
17512,24,12000,OWN,0.333333333,PERSONAL,A,2500,12.69,4,N,4,DEFAULT
17514,24,28590,RENT,0.583333333,DEBTCONSOLIDATION,C,8000,15.65,4,Y,2,DEFAULT
17515,24,70550,RENT,0.666666667,MEDICAL,C,9000,15.05,4,Y,2,DEFAULT
17516,26,51000,MORTGAGE,0.833333333,DEBTCONSOLIDATION,C,13000,15.33,6,Y,2,DEFAULT
17517,26,33800,RENT,0.333333333,PERSONAL,B,13000,13.57,6,Y,2,DEFAULT
17522,24,83100,RENT,0.416666667,PERSONAL,D,5000,16.35,4,Y,3,NO DEFAULT
17524,26,54000,MORTGAGE,0.833333333,MEDICAL,A,8500,5.42,6,N,3,DEFAULT
17525,23,60000,MORTGAGE,0.5,EDUCATION,B,7000,12.99,3,Y,2,NO DEFAULT
17527,22,107000,MORTGAGE,0.5,HOMEIMPROVEMENT,D,24000,19.69,2,Y,4,DEFAULT
17533,26,84000,RENT,0.583333333,DEBTCONSOLIDATION,C,15000,16,6,Y,2,DEFAULT
17534,23,108366,RENT,0.583333333,HOMEIMPROVEMENT,E,35000,20.25,3,N,2,DEFAULT
17538,26,48000,RENT,0.083333333,EDUCATION,D,15000,18.64,6,N,3,DEFAULT
17546,25,34000,RENT,0.833333333,DEBTCONSOLIDATION,B,20000,8.88,5,Y,2,DEFAULT
17548,25,69000,RENT,0.25,DEBTCONSOLIDATION,C,10000,14.09,5,Y,2,DEFAULT
17549,21,30000,RENT,0.166666667,MEDICAL,C,5000,14.96,1,Y,4,DEFAULT
17555,23,48000,RENT,0.083333333,VENTURE,B,10000,12.84,3,Y,3,NO DEFAULT
17559,25,29000,RENT,0.166666667,MEDICAL,B,2500,12.84,5,Y,4,DEFAULT
17570,22,89250,MORTGAGE,0.5,MEDICAL,C,7500,13.24,2,Y,2,DEFAULT
17575,21,30000,RENT,0.083333333,VENTURE,B,6000,13.16,1,N,4,DEFAULT
17587,21,13806,RENT,0.5,EDUCATION,B,4750,12.73,1,Y,2,DEFAULT
17590,23,55000,MORTGAGE,0.416666667,MEDICAL,B,8000,13.85,3,Y,2,NO DEFAULT
17602,21,18000,RENT,0,DEBTCONSOLIDATION,A,3000,7.9,1,Y,2,NO DEFAULT
17604,21,18000,RENT,0.083333333,VENTURE,A,3200,8.49,1,Y,2,NO DEFAULT
17606,23,51996,RENT,0.583333333,PERSONAL,B,4000,13.98,3,Y,2,NO DEFAULT
17611,26,67983,MORTGAGE,0.583333333,MEDICAL,C,15000,16.49,6,N,3,DEFAULT
17618,24,56100,RENT,0.333333333,MEDICAL,C,20000,14.74,4,Y,4,DEFAULT
17621,23,37000,MORTGAGE,0.25,MEDICAL,C,3600,15.62,3,N,4,DEFAULT
17625,23,32000,RENT,0,MEDICAL,B,8500,13.16,3,Y,4,NO DEFAULT
17629,25,77000,MORTGAGE,0.083333333,DEBTCONSOLIDATION,E,7200,18.53,5,N,2,DEFAULT
17631,25,63600,MORTGAGE,0.75,DEBTCONSOLIDATION,A,7000,11.49,5,N,4,DEFAULT
17632,22,19200,MORTGAGE,0.25,EDUCATION,C,5000,15.33,2,Y,2,DEFAULT
17635,24,59000,MORTGAGE,0.25,EDUCATION,B,6800,12.53,4,N,2,DEFAULT
17636,25,34000,RENT,0,EDUCATION,B,10000,13.79,5,Y,2,DEFAULT
17638,24,30000,RENT,0,PERSONAL,D,10000,19.29,4,N,3,DEFAULT
17639,24,46000,RENT,0,PERSONAL,C,5975,14.46,4,Y,4,DEFAULT
17641,24,89772,RENT,0.666666667,DEBTCONSOLIDATION,B,6000,13.92,4,Y,3,NO DEFAULT
17648,22,39000,MORTGAGE,0.5,EDUCATION,A,7000,8.94,2,N,3,DEFAULT
17650,22,56000,RENT,0.5,EDUCATION,D,18250,16.7,2,N,3,DEFAULT
17661,25,44000,RENT,0.166666667,PERSONAL,C,10000,15.65,5,N,2,DEFAULT
17663,24,56000,MORTGAGE,0.666666667,DEBTCONSOLIDATION,D,20000,16.7,4,Y,4,DEFAULT
17668,22,25200,RENT,0.583333333,DEBTCONSOLIDATION,C,7500,14.96,2,N,3,DEFAULT
17673,25,100000,RENT,0.166666667,HOMEIMPROVEMENT,C,21000,16.49,5,Y,3,DEFAULT
17676,24,61400,RENT,0.083333333,DEBTCONSOLIDATION,B,12250,12.23,4,Y,2,NO DEFAULT
17679,22,35325,RENT,0.166666667,EDUCATION,C,6500,15.95,2,N,3,DEFAULT
17687,26,62500,RENT,0.583333333,MEDICAL,B,12000,12.23,6,Y,4,NO DEFAULT
17698,22,95000,MORTGAGE,0.083333333,VENTURE,B,7200,12.23,2,Y,4,NO DEFAULT
17699,25,69996,RENT,0.75,EDUCATION,C,25000,15.21,5,N,4,DEFAULT
17701,23,85500,RENT,0.083333333,DEBTCONSOLIDATION,B,17000,13.11,3,Y,3,NO DEFAULT
17703,22,58000,OTHER,0.25,VENTURE,B,15000,13.79,2,Y,2,NO DEFAULT
17704,22,45000,RENT,0.333333333,DEBTCONSOLIDATION,A,5400,7.29,2,Y,2,NO DEFAULT
17713,23,57355,MORTGAGE,0.416666667,MEDICAL,B,25000,13.49,3,N,3,DEFAULT
17714,24,30996,RENT,0.583333333,VENTURE,D,7000,16.63,4,Y,2,NO DEFAULT
17715,21,22200,RENT,0.166666667,DEBTCONSOLIDATION,C,2500,16.29,1,Y,2,DEFAULT
17718,22,33300,MORTGAGE,0.416666667,DEBTCONSOLIDATION,C,5325,14.59,2,N,4,DEFAULT
17722,24,18000,RENT,0.416666667,EDUCATION,B,3000,15.27,4,N,2,DEFAULT
17725,26,69000,MORTGAGE,0.833333333,DEBTCONSOLIDATION,C,6200,15.99,6,Y,3,DEFAULT
17734,25,34000,MORTGAGE,0.166666667,MEDICAL,B,15450,11.22,5,Y,4,DEFAULT
17737,26,65935,RENT,0.083333333,EDUCATION,C,24250,14.96,6,N,4,DEFAULT
17739,25,46800,RENT,0.416666667,EDUCATION,B,12000,13.11,5,N,4,DEFAULT
17741,25,78000,MORTGAGE,0.583333333,DEBTCONSOLIDATION,B,9000,11.78,5,Y,3,DEFAULT
17743,22,19680,RENT,0.166666667,MEDICAL,C,7750,14.83,2,N,4,DEFAULT
17744,23,43200,RENT,0.166666667,EDUCATION,C,9100,13.24,3,N,3,DEFAULT
17754,26,46000,MORTGAGE,0.666666667,DEBTCONSOLIDATION,A,7000,9.99,6,N,4,DEFAULT
17762,21,26000,RENT,0.166666667,EDUCATION,D,7750,16.7,1,N,3,DEFAULT
17763,24,31000,RENT,0.666666667,VENTURE,B,13500,13.43,4,Y,4,DEFAULT
17765,24,28000,RENT,0.25,MEDICAL,D,6400,14.75,4,Y,4,NO DEFAULT
17767,23,33204,RENT,0.583333333,EDUCATION,B,2000,14.72,3,Y,2,NO DEFAULT
17768,21,29004,RENT,0.416666667,PERSONAL,B,11000,14.22,1,Y,4,DEFAULT
17769,22,45000,MORTGAGE,0.166666667,EDUCATION,C,8000,16.49,2,Y,4,NO DEFAULT
17774,25,62500,RENT,0.166666667,DEBTCONSOLIDATION,C,12000,16.77,5,N,4,DEFAULT
17776,23,68000,RENT,0.083333333,VENTURE,D,14400,17.99,3,N,2,DEFAULT
17779,23,69000,MORTGAGE,0,HOMEIMPROVEMENT,C,15000,14.96,3,N,4,DEFAULT
17783,24,49200,OWN,0.666666667,PERSONAL,B,4000,13.06,4,Y,3,NO DEFAULT
17788,23,87000,MORTGAGE,0,DEBTCONSOLIDATION,B,7500,11.28,3,Y,4,NO DEFAULT
17789,21,72500,RENT,0.25,EDUCATION,B,14000,13.49,1,Y,3,NO DEFAULT
17790,24,42000,MORTGAGE,0.666666667,PERSONAL,C,2500,15.28,4,Y,2,NO DEFAULT
17793,25,57000,RENT,0,PERSONAL,B,15000,13.85,5,Y,2,NO DEFAULT
17798,23,34800,RENT,0.5,VENTURE,A,6600,7.49,3,Y,2,NO DEFAULT
17803,24,93000,MORTGAGE,0.416666667,DEBTCONSOLIDATION,C,12000,16.29,4,Y,3,DEFAULT
17804,25,29000,RENT,0.75,EDUCATION,A,3000,6.62,5,N,4,DEFAULT
17813,25,45000,RENT,0.333333333,VENTURE,A,8000,10.38,5,Y,2,NO DEFAULT
17823,25,44000,MORTGAGE,0.583333333,EDUCATION,A,7500,10.08,5,N,4,DEFAULT
17825,25,66000,RENT,0.75,EDUCATION,C,25000,15.33,5,N,2,DEFAULT
17826,25,25716,RENT,0.083333333,MEDICAL,A,9250,6.54,5,N,2,DEFAULT
17827,25,40000,MORTGAGE,0.5,PERSONAL,B,5000,12.61,5,Y,4,NO DEFAULT
17831,26,54000,RENT,0,MEDICAL,C,13200,14.91,6,Y,2,DEFAULT
17833,22,52000,MORTGAGE,0.5,EDUCATION,B,9750,13.06,2,Y,2,NO DEFAULT
17837,33,77100,RENT,0.5,DEBTCONSOLIDATION,A,35000,8.49,3,N,9,DEFAULT
17838,29,10000,OWN,0,PERSONAL,B,3250,11.12,9,N,9,DEFAULT
17839,28,80000,RENT,1,EDUCATION,D,35000,15.62,8,N,10,DEFAULT
17840,29,80000,RENT,0.166666667,DEBTCONSOLIDATION,C,35000,12.68,9,Y,10,DEFAULT
17841,35,648000,MORTGAGE,0.5,PERSONAL,D,10000,17.19,5,Y,8,NO DEFAULT
17842,29,85000,RENT,0.083333333,PERSONAL,B,35000,11.99,9,N,8,DEFAULT
17843,31,73000,RENT,0.666666667,EDUCATION,D,35000,19.29,1,Y,10,DEFAULT
17844,34,89000,RENT,0.25,HOMEIMPROVEMENT,D,35000,18.25,4,N,8,DEFAULT
17845,27,100000,RENT,0.083333333,DEBTCONSOLIDATION,C,35000,16.11,7,N,9,DEFAULT
17848,35,500000,MORTGAGE,1.416666667,DEBTCONSOLIDATION,C,20000,13.85,5,Y,7,NO DEFAULT
17849,35,500000,MORTGAGE,0.5,DEBTCONSOLIDATION,C,7500,12.29,5,Y,9,NO DEFAULT
17850,33,468000,MORTGAGE,1.166666667,DEBTCONSOLIDATION,D,3750,15.62,3,Y,10,DEFAULT
17853,33,138000,RENT,0,PERSONAL,D,35000,18.64,3,Y,7,DEFAULT
17856,29,160000,RENT,0.333333333,VENTURE,C,35000,14.27,9,Y,8,NO DEFAULT
17861,34,325550,MORTGAGE,0.25,MEDICAL,D,35000,16.77,4,Y,6,DEFAULT
